Country,Date,News_Count,Avg_Tone
Australia,2020-01-24,427,-4.1681005619124782
Belgium,2020-01-24,13,-3.7175765546168558
United States,2020-05-31,354,-2.8022197872481898
Singapore,2020-01-25,507,-3.7275821393878616
Japan,2020-01-23,978,-3.9166723946796549
Fiji,2020-01-23,33,-1.4933443624118963
United Kingdom,2020-01-23,1669,-2.7381248218214207
Singapore,2020-01-23,418,-3.7815389427321646
Taiwan,2020-01-23,498,-3.9929371338939803
India,2020-01-25,888,-2.925692086178409
Taiwan,2020-01-25,327,-4.2861003703350651
"Vietnam, Republic of",2020-01-25,283,-3.4396123288025469
United States,2020-01-26,2210,-4.0014287262851589
Malaysia,2020-01-24,150,-2.4234675929252756
Malaysia,2020-01-26,559,-2.835211989769221
India,2020-01-22,289,-2.272221172658782
Australia,2020-01-22,541,-3.6743177583906754
Macau,2020-01-22,263,-3.8563647023640568
Sudan,2020-05-31,13,-0.68649885583524
Thailand,2020-01-25,462,-3.736572381197977
"Bahamas, The",2020-01-23,5,-3.1653827174463074
Canada,2020-01-25,447,-1.9472153245742461
India,2020-01-24,1072,-3.8016876792985315
Japan,2020-01-24,1039,-3.9238984053042913
South Korea,2020-01-26,488,-4.262364995334238
Iran,2020-01-22,19,-3.8740902422465249
Japan,2020-01-22,984,-3.93254775031921
Turkey,2020-01-22,39,-3.9223484256662586
United Kingdom,2020-05-31,54,-1.4424032730590417
Canada,2020-01-23,602,-3.6432380459595413
South Korea,2020-01-25,452,-4.008646396725454
Nigeria,2020-01-23,135,-2.93432059406536
Italy,2020-01-23,41,-1.9175732333585869
United Arab Emirates,2020-01-26,75,-2.8522374446248207
Philippines,2020-01-26,119,-3.32385724652973
Ireland,2020-01-22,12,-2.7374022445518209
Afghanistan,2020-05-31,23,-2.605096836973849
Mauritius,2020-01-25,1,1.66666666666667
Marshall Islands,2020-01-25,10,-4.15841584158416
India,2020-05-31,59,-2.3339034209540155
Iran,2020-01-25,38,-2.8649952045518154
Iran,2020-01-24,23,-3.3252159315617731
Ghana,2020-01-25,24,-3.4871425403130503
Barbados,2020-01-23,3,-2.4994682173711724
Sri Lanka,2020-01-25,59,-1.6623721699991989
Italy,2020-01-24,32,-2.8963206610188434
Jersey,2020-01-24,35,-3.38407521875055
Saudi Arabia,2020-01-22,54,-4.17546035353776
Portugal,2020-01-22,24,-2.832657353734116
Latvia,2020-01-24,5,-3.3692793607818912
Congo,2020-01-26,8,-5.7359235765862016
Mexico,2020-01-22,94,-3.0618429515250636
Finland,2020-05-31,3,-2.8600618229454
Samoa,2020-01-23,12,-4.1459325590943905
Greece,2020-05-31,28,-2.5081607868154507
Kuwait,2020-01-24,24,-4.1001562041430359
Indonesia,2020-01-26,70,-2.3860660897765009
Nigeria,2020-01-26,76,-3.939186571794342
Brazil,2020-01-24,28,-3.2889887202180739
North Korea,2020-01-26,26,-5.3727339385961717
Luxembourg,2020-01-24,8,-2.9306103504293337
Singapore,2020-05-31,6,-2.9081470566160732
Netherlands,2020-01-24,9,-4.1840681718903721
Iran,2020-01-26,23,-2.7986895841342037
Chile,2020-01-24,4,-3.259551555847072
Philippines,2020-05-31,5,-1.2715804981354459
Honduras,2020-01-23,1,-3.8560411311054
Switzerland,2020-01-26,47,-2.1367238182950361
Sri Lanka,2020-01-26,106,-2.4152229458548611
Somalia,2020-01-22,1,-6.00706713780919
Austria,2020-05-31,6,-2.8785177695589343
Japan,2020-01-25,578,-4.1616714624420972
Croatia,2020-01-26,2,-2.54237288135593
Afghanistan,2020-01-26,40,-4.54038381553705
Syria,2020-01-25,4,-5.25090962207527
Trinidad and Tobago,2020-01-22,5,-3.88280160194393
Armenia,2020-01-22,13,-3.8787236275375383
Algeria,2020-01-25,1,-5.26315789473684
Uzbekistan,2020-01-24,6,-1.8230855982711756
Estonia,2020-01-24,4,-3.4916289719172853
Nigeria,2020-01-24,42,-3.5650029608461238
Czech Republic,2020-01-26,20,-4.7390967086498188
Poland,2020-01-22,3,-2.3708216428496667
Turkey,2020-01-25,16,-4.7743263624302017
Nepal,2020-01-23,12,-7.3844798381978913
Germany,2020-05-31,11,-4.3714979025826564
Indonesia,2020-01-23,92,-3.5732783349329851
Ukraine,2020-01-23,16,-2.3837754693094717
Morocco,2020-01-25,3,-2.8714028603623767
Azerbaijan,2020-01-22,3,-1.0405647627622363
Ukraine,2020-01-22,11,-0.71877052445717082
Argentina,2020-01-26,2,-3.16455696202532
Poland,2020-01-23,2,-4.19481981981982
Malta,2020-05-31,2,-2.6469734130972298
Mexico,2020-01-26,20,-2.7525863197132745
Guinea,2020-01-25,4,-1.6845427336990073
Uzbekistan,2020-01-22,7,-5.4096520763187392
Liechtenstein,2020-01-22,1,-0.055456965394854008
Netherlands,2020-05-31,3,2.3973341967513897
Iraq,2020-01-26,19,-4.9670729252123405
New Zealand,2020-01-22,51,-2.5284178324057649
Libya,2020-01-25,7,-5.7807432296658527
Croatia,2020-01-24,5,-2.2168839064608452
Germany,2020-01-25,18,-2.924273156260726
Marshall Islands,2020-01-23,3,-5.47886942736728
Guam,2020-01-24,2,-2.85714285714286
Sweden,2020-01-24,6,-4.3413048187768535
Venezuela,2020-01-24,4,-3.0960969293377731
Guyana,2020-01-22,1,-6.1264884469619778
Iran,2020-05-31,6,-4.2760099186850162
Burundi,2020-01-26,1,-6.22009569377991
Denmark,2020-05-31,2,3.57541899441341
Singapore,2020-01-22,192,-4.1500690811637773
Gabon,2020-01-23,2,-4.12147505422994
Cook Islands,2020-01-26,2,-4.31654676258993
Jersey,2020-01-25,17,-4.23443911458933
Hong Kong,2020-01-26,920,-4.6934836510408582
Colombia,2020-01-26,2,-4.3780397586518163
Serbia,2020-05-31,9,-3.488657497539744
"Vietnam, Republic of",2020-01-26,239,-4.1937223296252624
Poland,2020-01-26,4,0.44631626235399829
Ethiopia,2020-01-26,13,-4.9999039146577742
Liberia,2020-01-22,2,-3.3408290536821896
Mongolia,2020-01-26,1,-2.9657395639588664
Hong Kong,2020-01-22,821,-4.0374440992319114
Honduras,2020-01-22,2,1.40028971511347
Malawi,2020-01-25,6,-6.3758389261745
Ethiopia,2020-01-22,2,-3.2015065913371
Portugal,2020-01-24,3,-6.4813820158110635
Cyprus,2020-01-25,3,-1.25
Jamaica,2020-01-26,4,-1.68181818181818
Maldives,2020-01-22,3,-3.7037037037037
Guernsey,2020-01-23,3,-2.0979020979021
Fiji,2020-01-24,1,-1.09090909090909
Lithuania,2020-05-31,7,-3.4349408302881113
Canada,2020-01-24,840,-3.802723788874542
West Bank,2020-01-25,3,-4.51895043731778
Belgium,2020-01-26,1,-6.99346405228758
Spain,2020-01-25,19,-5.5577111847455685
Madagascar,2020-01-22,1,-3.50877192982456
Philippines,2020-01-25,187,-3.2231625853067114
New Caledonia,2020-01-22,2,-4.40251572327044
Greece,2020-01-25,1,-0.505050505050505
Guyana,2020-01-24,1,-3.89105058365759
Palau,2020-01-26,1,-2.28571428571429
Tanzania,2020-01-22,1,-6.00706713780919
Guatemala,2020-01-23,3,-2.3284954552712636
Cambodia,2020-01-22,5,-6.2966348781757366
Switzerland,2020-01-24,204,-3.9778184187053642
Jamaica,2020-05-31,1,-4.14414414414414
Barbados,2020-01-24,2,-5.0580997949419
Seychelles,2020-01-23,2,5.2327241650936394
Norway,2020-05-31,2,-2.6469734130972298
Spain,2020-01-23,35,-6.2852817181532208
Russia,2020-05-31,17,-3.22735063651452
Germany,2020-01-24,119,-2.7716373666831733
China,2020-01-22,15326,-4.0437444771941262
Austria,2020-01-22,1,0.200400801603207
Liechtenstein,2020-01-24,1,-1.01317122593718
Bosnia-Herzegovina,2020-01-22,2,-3.72250423011844
Fiji,2020-01-25,7,-1.3259285092291702
Jamaica,2020-01-25,3,-5.27859237536657
Marshall Islands,2020-01-26,6,-4.15754923413567
Nepal,2020-01-24,125,-4.6294445301453067
Virgin Islands,2020-01-26,1,-3.99201596806387
United Kingdom,2020-01-24,1936,-3.6355946981515612
Cuba,2020-01-26,1,-5.0561797752809
Samoa,2020-01-25,1,-4.15841584158416
Guadeloupe,2020-01-23,1,2.94117647058824
Austria,2020-01-25,2,-3.96825396825397
Serbia,2020-01-24,1,-2.82087447108604
Singapore,2020-01-24,632,-3.7075197503821147
France,2020-01-24,364,-3.3480524998732295
Colombia,2020-01-22,2,-5.42168674698795
Moldova,2020-01-23,1,-5.33049040511727
Bulgaria,2020-01-26,2,-3.34573972486709
Egypt,2020-01-22,6,-4.636297193524852
Kyrgyzstan,2020-01-24,17,0.32532185245910172
Uganda,2020-01-23,4,-5.8258537088620672
Samoa,2020-01-24,7,-1.71428571428572
Cuba,2020-01-23,1,-1.01180438448567
Gibraltar,2020-01-25,1,-2.4390243902439
"Bahamas, The",2020-01-22,1,-3.58306188925081
Belgium,2020-01-23,12,-4.4788829104493262
Angola,2020-01-26,1,-4.44444444444444
Grenada,2020-01-23,1,-3.77358490566038
Ghana,2020-01-24,27,-4.52018002796311
"Bahamas, The",2020-01-24,14,-3.3557672774298379
Taiwan,2020-01-26,330,-3.5344474142894953
Iceland,2020-01-22,1,0.200400801603207
Trinidad and Tobago,2020-01-24,8,-2.2912983576239929
Spain,2020-01-26,13,-5.1613730153324529
"Bahamas, The",2020-01-25,11,-2.4272722162379332
China,2020-01-26,16155,-3.9242537769201045
Liechtenstein,2020-05-31,1,-3.90772128060264
Belarus,2020-01-25,1,-5.1948051948052
Thailand,2020-01-24,735,-4.0913994186864526
Bermuda,2020-01-23,3,-3.23886639676113
Portugal,2020-01-25,1,-3.98009950248756
Argentina,2020-01-25,4,-3.8225707073718502
Somalia,2020-01-26,2,-4.2648164902784629
Hungary,2020-01-24,9,-2.49520153550864
Turkey,2020-01-26,8,-2.523765980920508
Antarctica,2020-01-24,1,-2.07305034550839
Guinea,2020-01-23,1,-5.9393173198482945
Gambia,2020-01-24,5,-5.2135003799123059
Libya,2020-01-24,23,-3.8873324606690227
Kenya,2020-01-25,6,-5.1717288138553066
Zambia,2020-01-26,1,-2.9657395639588664
Jersey,2020-01-26,4,-2.9806918744971833
Bulgaria,2020-01-24,1,-4.21455938697318
Zimbabwe,2020-01-25,5,-3.7400729048835939
Laos,2020-01-25,4,-3.4947243078594719
Venezuela,2020-01-25,1,-4.07643312101911
Afghanistan,2020-01-25,13,-2.6040911358935741
Guam,2020-01-25,2,2.51346499102334
Malaysia,2020-01-22,125,-3.11998582288298
Liberia,2020-01-24,14,-5.7209803557839738
Martinique,2020-01-22,1,0
Ukraine,2020-01-26,36,-2.0612111121633139
Cote d'Ivoire,2020-01-26,5,-3.2097984486768616
Indonesia,2020-01-22,50,-3.1859748098706611
Jordan,2020-01-25,50,-2.2613099979463867
Nigeria,2020-05-31,44,-1.7324286032955543
Norway,2020-01-23,11,-2.561892009662603
Namibia,2020-01-24,1,-6.84326710816777
Czech Republic,2020-01-24,9,-0.97382620379668361
Kyrgyzstan,2020-01-25,1,-8.66141732283464
Venezuela,2020-01-23,1,-1.01180438448567
Jordan,2020-01-23,1,-8.49056603773585
Bhutan,2020-01-23,1,-5.38116591928251
Botswana,2020-01-24,1,-0.50761421319797
Colombia,2020-01-25,3,-4.7650127926041437
Dominican Republic,2020-01-25,1,-2.99003322259136
Qatar,2020-01-23,5,-4.1824920657416786
Myanmar,2020-01-22,1,-6.00706713780919
Cote d'Ivoire,2020-01-22,1,1.14226375908619
Romania,2020-01-26,3,-1.2412209541378219
Liberia,2020-01-23,7,-4.0185949872106761
Pakistan,2020-01-25,84,-3.1803594498359553
Australia,2020-01-25,1213,-3.7463366103397071
Brazil,2020-01-25,26,-3.5228342241561434
Thailand,2020-01-23,764,-3.9946450896123209
South Korea,2020-01-23,790,-3.9206079054512171
Saudi Arabia,2020-01-23,410,-3.816626447817423
Macau,2020-01-23,258,-3.8173670635442996
Philippines,2020-01-23,427,-3.4373698527149332
United States,2020-01-23,1539,-3.7563442722809
China,2020-01-24,21870,-4.1368022337503918
"Vietnam, Republic of",2020-01-24,367,-4.2717489393509736
Canada,2020-01-26,1973,-3.9420308340006276
Pakistan,2020-01-26,237,-3.6678703603304523
Australia,2020-01-26,1041,-4.024064298030555
Japan,2020-01-26,598,-4.56533994023056
United Kingdom,2020-01-26,639,-2.0089018867286592
Switzerland,2020-01-22,319,-3.5236429377886105
Czech Republic,2020-05-31,3,-2.8600618229454
Bangladesh,2020-01-25,42,-3.1403598257870047
Hong Kong,2020-01-25,755,-3.9724850776101608
North Korea,2020-01-23,113,-4.1835156365433566
Philippines,2020-01-24,304,-3.4354818451554223
Oman,2020-01-26,20,-2.51819835123361
Singapore,2020-01-26,390,-4.3884397528724985
Russia,2020-01-25,124,-3.1722094917190962
Hong Kong,2020-01-23,917,-4.5638921442260116
United Arab Emirates,2020-01-23,127,-0.84086206594429
Mexico,2020-01-24,65,-3.8686057043275341
Tunisia,2020-01-26,4,-0.970873786407767
India,2020-01-23,596,-3.525651596972645
Kazakhstan,2020-01-24,7,-2.5147107563698916
Russia,2020-01-26,131,-2.8477870765514197
Finland,2020-01-26,8,-3.2053200067905938
Jordan,2020-01-24,8,-3.4618031623212842
South Africa,2020-01-25,18,-2.2278874931244439
Russia,2020-01-23,147,-3.4456012868991266
Tanzania,2020-01-25,3,-1.5739343357894695
Iran,2020-01-23,26,-2.99893939560653
Saudi Arabia,2020-01-25,80,-4.8061746728995756
South Africa,2020-01-23,47,-2.3478358636900705
Kenya,2020-01-22,19,-2.9814340017272589
Kenya,2020-01-23,19,-4.777558736811
Nepal,2020-01-26,249,-3.5053701771880266
Afghanistan,2020-01-23,2,-3.4082354712436018
Cambodia,2020-01-24,10,-2.4520205189342503
Nepal,2020-01-22,11,-7.7578841114832766
Saudi Arabia,2020-01-26,106,-4.3626098187320252
Bangladesh,2020-01-23,6,-4.5595192259044879
Bahrain,2020-01-26,11,-3.9679829638825104
United Arab Emirates,2020-05-31,7,0.72639225181597988
South Sudan,2020-05-31,15,-1.0891516589311649
Egypt,2020-01-26,28,-2.7891565846010442
Sierra Leone,2020-01-24,4,-5.4268067682383272
Pakistan,2020-01-24,59,-3.2066343655377834
Panama,2020-01-22,5,-4.1512025631973959
Maldives,2020-05-31,3,1.913062912057214
Netherlands,2020-01-22,2,-5.62855973534327
Libya,2020-01-22,42,-4.3629315625905525
Nepal,2020-05-31,8,-2.7027027027027
Turkey,2020-01-24,23,-5.8473703971109776
Indonesia,2020-05-31,8,-3.76249350448329
Lebanon,2020-01-24,8,-4.2041384686391918
Bahrain,2020-01-24,9,-4.3170991842927053
Belarus,2020-01-22,7,-4.9186596336696171
Costa Rica,2020-05-31,1,2.33918128654971
Haiti,2020-01-25,12,-1.9067796610169474
Mexico,2020-05-31,3,-0.160771704180065
Kazakhstan,2020-01-25,7,-2.6938090298935862
Pakistan,2020-01-23,55,-2.3539344067188943
New Caledonia,2020-01-23,7,-4.2240973006571467
Eritrea,2020-01-24,1,-5.51470588235294
Ethiopia,2020-01-25,14,-2.440977674806851
Israel,2020-01-23,15,-1.6455949504216141
Panama,2020-01-24,4,-0.87661785774993406
Laos,2020-01-24,2,0.842600760080132
Qatar,2020-01-24,11,-3.3171652269002294
Kenya,2020-01-26,3,2.5674843120829003
Portugal,2020-01-26,11,-3.2019422876449939
Pakistan,2020-05-31,8,-4.5083055254206181
Trinidad and Tobago,2020-01-23,6,0.4004445942166186
United Arab Emirates,2020-01-25,22,-4.075607639555626
Guyana,2020-01-23,3,-3.9707560046448149
South Africa,2020-01-24,92,-3.0900065837738473
Kazakhstan,2020-01-26,27,-3.7878286180777021
Egypt,2020-01-25,3,-2.8877784668053903
Sudan,2020-01-24,1,-5.51470588235294
Sierra Leone,2020-01-25,4,-1.3724685276409421
Netherlands,2020-01-23,14,-1.8459555629895275
Kuwait,2020-01-25,18,-4.2802896793093144
Netherlands,2020-01-26,7,-2.60202155386673
Austria,2020-01-24,1,0.30586039870008752
Indonesia,2020-01-25,44,-4.4664411250526239
Italy,2020-01-26,12,-2.7466674651419041
Kuwait,2020-01-22,4,-5.3727435272658832
Colombia,2020-01-23,14,-1.9591127216458806
Sudan,2020-01-26,3,0.35809018567639234
Zambia,2020-01-25,1,-2.8877784668053903
American Samoa,2020-01-23,2,-5.47886942736728
Poland,2020-05-31,1,-0.573065902578796
Turkmenistan,2020-01-24,5,-3.125
Lebanon,2020-01-23,2,-2.99032541776605
Iraq,2020-01-24,9,-1.3923634895512003
Rwanda,2020-01-22,4,-4.1956412194507422
Romania,2020-01-22,9,-2.5731839403136547
France,2020-05-31,6,-2.3598449548374423
Oman,2020-01-23,3,-5.51839464882943
Uganda,2020-01-26,1,-2.9657395639588664
Liechtenstein,2020-01-23,1,-1.0405419941390532
Malta,2020-01-24,2,-4.38756855575868
Armenia,2020-01-26,14,-2.4259775622941371
Zimbabwe,2020-05-31,3,0.872093023255814
Chile,2020-01-22,2,-3.6683960912881552
Bulgaria,2020-01-23,4,-0.96353077816492139
Samoa,2020-01-22,5,-2.9816490774427002
Guyana,2020-01-25,1,-6.17760617760618
Antigua and Barbuda,2020-01-22,3,0.869565217391304
Maldives,2020-01-25,1,0.626959247648903
Papua New Guinea,2020-01-26,1,-2.27272727272727
Puerto Rico,2020-01-24,1,-15.7894736842105
South Africa,2020-01-26,35,-3.3407026895086807
Saint Vincent and the Grenadines,2020-01-24,1,-9.84251968503937
Democratic Republic of the Congo,2020-01-24,2,-4.3797891482485252
Bulgaria,2020-05-31,1,-2.6469734130972298
Jordan,2020-01-22,2,-2.3342908327155918
Martinique,2020-01-23,1,2.94117647058824
Serbia,2020-01-25,2,-0.69204152249135
Senegal,2020-01-23,1,-7.69230769230769
Belgium,2020-01-25,4,-2.9686936007837872
Central African Republic,2020-01-26,2,-4.2648164902784629
Sierra Leone,2020-01-23,2,-5.6452048988922163
Palau,2020-01-23,2,-5.47886942736728
Azerbaijan,2020-01-24,7,-2.9939996519719592
Laos,2020-01-22,1,0
Kuwait,2020-01-26,8,-1.8411714059063573
Bangladesh,2020-01-24,3,-1.69971671388102
Jordan,2020-01-26,29,-3.9265329006082297
Peru,2020-01-23,3,-1.0645652552217826
Belize,2020-01-22,1,-10.8786610878661
Botswana,2020-05-31,4,-3.6224125185577902
Israel,2020-01-24,17,-3.3057331228996492
Qatar,2020-01-25,11,-2.3917389902349
Ethiopia,2020-01-23,5,-3.4876388606710416
Tonga,2020-01-24,3,-1.88679245283019
Jamaica,2020-01-23,1,-2.55102040816327
United States,2020-01-22,1687,-4.220175529842809
Maldives,2020-01-23,7,4.371789410921938
Thailand,2020-01-26,490,-4.4770300091184518
Hong Kong,2020-05-31,2,-4.85451301204971
Tunisia,2020-01-25,9,-2.5041991143686055
Bulgaria,2020-01-25,2,-3.48629148629149
Guatemala,2020-01-22,1,-3.76647834274953
South Sudan,2020-01-25,1,-3.37078651685393
Mongolia,2020-01-25,3,-3.0632354633539336
Gaza Strip,2020-05-31,2,-2.15836231477971
Oceans,2020-05-31,2,-2.17096336499322
Saudi Arabia,2020-01-24,333,-4.1873052001523536
Yemen,2020-01-22,1,-6.00706713780919
Sudan,2020-01-23,18,-4.56619611006429
United Kingdom,2020-01-22,776,-1.9993741320473015
Brazil,2020-01-23,31,-3.65295914315201
Guyana,2020-01-26,1,-0.800000000000001
China,2020-01-23,18450,-3.8923464336082212
Belgium,2020-01-22,4,-2.1465525192644708
Jersey,2020-01-23,2,-2.2907344075227303
Uganda,2020-01-24,6,-7.4577294685990383
Mali,2020-01-26,4,-4.2648164902784629
Japan,2020-05-31,15,0.47199504012398119
Myanmar,2020-01-23,1,-2.87081339712919
Trinidad and Tobago,2020-01-26,2,-4.54545454545455
Sri Lanka,2020-01-22,9,-4.9009176248138839
Zimbabwe,2020-01-23,2,1.0459361104901
Portugal,2020-05-31,2,-0.74727162792368462
Cambodia,2020-01-25,1,-6.52945351312988
Albania,2020-05-31,1,-2.6469734130972298
New Zealand,2020-05-31,12,0.2235015221609975
Somalia,2020-01-24,1,-5.51470588235294
Switzerland,2020-01-25,64,-4.6889903016882428
"Vietnam, Republic of",2020-01-23,240,-3.9044529719896564
Russia,2020-01-22,318,-2.9172818649619656
Austria,2020-01-23,2,-6.14216701173223
Bhutan,2020-01-25,1,-10.4712041884817
Oman,2020-01-25,9,-3.61990950226244
Nepal,2020-01-25,267,-5.1061760962447416
South Korea,2020-05-31,4,-1.3502988696865357
Norway,2020-01-24,4,-2.2504607091276378
Switzerland,2020-05-31,1,-3.90772128060264
Romania,2020-01-24,1,0.317796610169492
Spain,2020-01-22,37,-5.4452088358402042
China,2020-05-31,31,-1.8635912485175194
Senegal,2020-05-31,1,0.872093023255814
Hungary,2020-05-31,3,-1.1610542356470974
Malaysia,2020-01-23,147,-2.0233036974928069
Senegal,2020-01-22,2,-2.5531914893617
Slovenia,2020-05-31,3,-2.8600618229454
Iraq,2020-01-25,4,-5.8188847441435358
United States,2020-01-25,2048,-3.61102148204698
Australia,2020-01-23,566,-3.789736633245127
France,2020-01-25,898,-4.3093192940238225
Thailand,2020-01-22,1045,-4.0715712963153932
North Korea,2020-01-22,303,-2.8554155883139121
Canada,2020-01-22,468,-3.386555842596509
Egypt,2020-01-23,50,-2.2921335222579207
New Zealand,2020-01-26,152,-1.3742049325220611
Switzerland,2020-01-23,255,-3.5942307161043896
Canada,2020-05-31,22,-1.6626144275507577
Cambodia,2020-01-26,12,-4.83747213617215
Kenya,2020-01-24,13,-5.2948061883254933
Israel,2020-01-26,62,-4.050058976338911
United Arab Emirates,2020-01-24,46,-1.2588316096490673
Ireland,2020-01-24,70,-4.5189209658615006
Italy,2020-01-22,54,-3.2296773751871219
Nigeria,2020-01-25,64,-4.3437162495643573
Congo,2020-01-22,16,-7.047370619938591
Greece,2020-01-22,5,-4.514440610973093
Egypt,2020-05-31,5,-3.4810776284873546
New Zealand,2020-01-24,62,-2.1183644422099892
Bangladesh,2020-01-26,28,-3.8049848828128643
Armenia,2020-01-24,5,-7.759711295527902
Argentina,2020-01-24,6,-2.1242132818512998
Italy,2020-05-31,22,-2.7513407642891865
Greece,2020-01-23,2,-0.1739370182567937
Poland,2020-01-25,13,-3.8616557294280307
New Zealand,2020-01-25,51,-3.2939869200200347
Germany,2020-01-23,48,-3.6505761362200868
Fiji,2020-01-22,10,-1.7522740198716691
Turkey,2020-01-23,11,-4.3361161423961319
Libya,2020-01-26,8,-5.3968980277066958
Seychelles,2020-01-24,6,-1.3126692918382572
Costa Rica,2020-01-22,1,-3.76647834274953
Israel,2020-01-25,25,-4.8140088579972327
Yemen,2020-01-26,4,-4.64684230132697
Macau,2020-01-24,212,-3.8026190621019644
Iraq,2020-01-23,5,-4.2028498599872641
Maldives,2020-01-26,2,-2.8673835125448
Syria,2020-01-24,5,-4.4023378582202133
Brazil,2020-01-26,15,-6.1157947519349829
"Vietnam, Republic of",2020-01-22,9,-3.4369560942592434
Tajikistan,2020-01-22,7,-1.53846153846154
Sri Lanka,2020-01-24,19,-1.1357664914482664
Denmark,2020-01-23,2,-1.4076817167544979
Kazakhstan,2020-01-23,17,-2.3007148020673629
Qatar,2020-01-26,6,-4.0113522998346056
Ireland,2020-01-26,12,-2.2548889042526676
Lebanon,2020-01-26,3,-4.1583580565147633
Burkina Faso,2020-01-26,2,-4.2648164902784629
Angola,2020-01-25,5,-5.6491866556382657
Israel,2020-05-31,28,-3.7884867777076972
West Bank,2020-05-31,10,-2.7957959065167151
Syria,2020-01-22,8,-2.0492456908095296
Denmark,2020-01-24,2,-6.41426650626283
Fiji,2020-01-26,7,-3.6091662531929352
Gambia,2020-01-23,1,-9.9009900990099
South Africa,2020-01-22,12,-3.8014550578103283
Maldives,2020-01-24,3,4.89731437598736
Somalia,2020-01-25,1,-2.35294117647059
Democratic Republic of the Congo,2020-01-22,3,-4.585433312911313
Samoa,2020-01-26,18,-2.2910528992445194
Burkina Faso,2020-01-24,2,-8.8074112734864229
Cyprus,2020-01-23,1,-4.02476780185758
Bahrain,2020-01-22,1,-10.2564102564103
Congo,2020-01-24,8,-6.830651412578276
Ecuador,2020-01-24,3,-3.9838906435387096
West Bank,2020-01-26,1,-2.68779241460013
Papua New Guinea,2020-01-24,1,0.429184549356224
Papua New Guinea,2020-01-23,4,-5.4411192836402149
Romania,2020-01-23,6,-3.4075826255368269
Colombia,2020-01-24,11,-2.6343660051340185
Democratic Republic of the Congo,2020-01-26,1,-4.0339238360820246
Malta,2020-01-26,6,-4.5798881801716655
Serbia,2020-01-23,5,-5.6563091624845949
Azerbaijan,2020-01-25,4,-2.1873467657281873
Poland,2020-01-24,11,-2.9414431760568305
Finland,2020-01-22,4,-3.0180816177810157
Moldova,2020-01-22,1,-1.44
Ethiopia,2020-05-31,2,0.872093023255814
Guatemala,2020-01-24,2,-2.990212697466875
Venezuela,2020-01-26,2,-4.2648164902784629
Oman,2020-01-22,1,0
Portugal,2020-01-23,4,-1.7409579292542299
Nigeria,2020-01-22,113,-2.7457560479162328
Uganda,2020-05-31,2,2.23695111847556
Laos,2020-01-26,4,-4.1871145903245228
West Bank,2020-01-24,1,3.35365853658537
Congo,2020-01-23,17,-5.6465612388764939
Guinea,2020-01-24,3,-3.9230769230769234
Panama,2020-01-25,2,-1.88679245283019
New Zealand,2020-01-23,64,-2.2058039425029712
Azerbaijan,2020-01-23,1,-5.20231213872832
Russia,2020-01-24,165,-3.7231974939784189
Hong Kong,2020-01-24,767,-4.4223310025751852
Mongolia,2020-01-24,9,-3.0085598310119614
Somalia,2020-05-31,2,-3.90772128060264
Tunisia,2020-01-23,5,-2.41545893719807
China,2020-01-25,15680,-3.9666482984781561
Ukraine,2020-01-25,31,-3.0733143859713965
"Bahamas, The",2020-01-26,3,3.2258064516129
Yemen,2020-01-25,1,-4.4506511954891046
Kuwait,2020-05-31,4,-2.0953422374964226
South Sudan,2020-01-26,2,-4.2648164902784629
South Africa,2020-05-31,20,-2.47617763548279
Estonia,2020-01-25,4,-0.83452688966919342
Burkina Faso,2020-01-25,1,-8.8235294117647
Tanzania,2020-01-24,3,-2.3884900873988322
Grenada,2020-01-24,3,1.31578947368421
Armenia,2020-01-23,3,-1.5097311657986532
Qatar,2020-01-22,4,-6.465170509494846
Qatar,2020-05-31,3,-0.711743772241992
Afghanistan,2020-01-22,4,2.08596713021492
Mexico,2020-01-25,21,-2.8589590499238438
South Sudan,2020-01-24,8,-1.39372822299652
Sri Lanka,2020-05-31,1,1.27388535031847
Sierra Leone,2020-01-22,1,-3.08810172570391
Guadeloupe,2020-01-22,1,0
Chad,2020-01-24,1,-5.6984207927604151
Mali,2020-01-25,1,-3.91937290033595
Afghanistan,2020-01-24,1,-1.710049462521861
Cyprus,2020-05-31,1,2.25872689938398
South Korea,2020-01-22,1024,-3.3062904304844936
Lebanon,2020-01-22,5,-3.0447631242807831
Taiwan,2020-01-22,800,-3.6844607205608306
Macau,2020-01-26,155,-4.3133562737073907
Cambodia,2020-01-23,5,-5.783333333333335
Syria,2020-01-23,9,-2.6350506198914077
North Korea,2020-01-24,29,-3.9961639346080315
Greece,2020-01-26,8,-1.1631999436877491
Spain,2020-01-24,36,-4.3359986216528563
Finland,2020-01-24,32,-2.8704300431061145
Belarus,2020-01-24,17,-4.3720301945315088
Uzbekistan,2020-01-26,1,-4.4543429844098
Macau,2020-01-25,126,-3.7056327606217838
Armenia,2020-01-25,1,-8.10810810810811
United Kingdom,2020-01-25,764,-2.5420614730069717
Taiwan,2020-01-24,511,-3.9419985176989045
India,2020-01-26,636,-2.721769027606125
Germany,2020-01-22,81,-2.1600608813754127
Malaysia,2020-01-25,458,-3.3274271002776885
Zimbabwe,2020-01-24,7,-4.2173435810433553
Senegal,2020-01-25,1,-2.99003322259136
Ireland,2020-01-23,124,-4.0275784060292228
Ukraine,2020-01-24,24,-2.1802759437299297
France,2020-01-22,57,-3.2231051648657165
