Country,Date,News_Count,Avg_Tone
Antigua and Barbuda,2020-04-09,9,-4.2139185771067647
Slovenia,2020-04-09,20,-3.47253874406557
Brunei,2020-04-09,55,-3.1951925592156707
Saint Lucia,2020-04-09,12,-2.7321177357814812
Uzbekistan,2020-04-09,53,-1.758998526555666
Suriname,2020-04-09,7,-4.33763212613761
San Marino,2020-04-09,1,-2.83647439558348
Mongolia,2020-04-09,30,-2.3210729449613714
Papua New Guinea,2020-04-09,69,-2.7681959633371767
Iceland,2020-04-09,79,-2.1406624318644116
Moldova,2020-04-09,13,-0.4681121035448037
Samoa,2020-04-09,9,0.16187289344125391
Marshall Islands,2020-04-09,13,0.20001138968156185
Central African Republic,2020-04-09,13,-1.2772178708073478
Equatorial Guinea,2020-04-09,8,-3.1341392445128546
Jamaica,2020-04-09,260,-0.59886190784854065
Norway,2020-04-09,254,-1.8044991014460094
Saint Martin,2020-04-09,3,-0.96827709296621989
Vatican City,2020-04-09,25,0.75840653106117761
Lesotho,2020-04-09,80,-2.7116501339937509
Kuwait,2020-04-09,195,-2.3825514829456447
Solomon Islands,2020-04-09,84,-3.5369335989057733
Saint Kitts and Nevis,2020-04-09,8,-1.1142786636083994
Grenada,2020-04-09,20,-2.5404071708889826
Namibia,2020-04-09,120,-2.2538373909273597
Kiribati,2020-04-09,3,-0.383993802673932
Philippines,2020-04-09,1590,-1.8875824105612853
Liechtenstein,2020-04-09,4,-2.0912832922918918
South Africa,2020-04-09,2311,-2.5474100754785147
Slovak Republic,2020-04-09,101,-4.6073317655438615
Ghana,2020-04-09,995,-1.2748837665140724
Georgia,2020-04-09,215,-0.31729525132482933
Austria,2020-04-09,365,-2.4623753830722377
Greenland,2020-04-09,29,-4.4617756935768558
Togo,2020-04-09,29,-0.95695612448886824
United States,2020-04-09,91690,-2.119317503580481
Brazil,2020-04-09,1390,-2.6008131184626722
Latvia,2020-04-09,69,-2.31504538011895
Qatar,2020-04-09,238,-1.1949188056301425
Croatia,2020-04-09,76,-3.8398444180893971
Ethiopia,2020-04-09,344,-3.7075739971223918
Mauritius,2020-04-09,13,-1.0256017487557598
Italy,2020-04-09,4716,-3.2639719096463971
Mexico,2020-04-09,1033,-2.9806623205750946
Malaysia,2020-04-09,1329,-1.4483403082500945
Egypt,2020-04-09,777,-3.4416985016006536
Nigeria,2020-04-09,6452,-1.9900814870936703
Yemen,2020-04-09,1063,-5.3922702811083543
Sudan,2020-04-09,184,-2.0451995304544894
Thailand,2020-04-09,980,-3.1459605839979927
Denmark,2020-04-09,300,-1.520883317774899
Angola,2020-04-09,115,-1.2308664591366134
El Salvador,2020-04-09,46,-3.9761603348741268
Tuvalu,2020-04-09,17,-0.78704295265843993
Bolivia,2020-04-09,39,-3.6997866867674927
Malawi,2020-04-09,213,-2.9217096634643154
Uganda,2020-04-09,506,-3.3890001019819014
Algeria,2020-04-09,131,-4.5176536216372227
Guatemala,2020-04-09,79,-3.4319617198106718
Azerbaijan,2020-04-09,186,-2.4121887941961893
Northern Mariana Islands,2020-04-09,9,-2.0848291479126875
Cyprus,2020-04-09,52,-2.9023900280906143
Cook Islands,2020-04-09,12,-0.989298824186526
Madagascar,2020-04-09,96,-3.3203067922477594
Bermuda,2020-04-09,38,-1.4872118573672779
Mayotte,2020-04-09,6,-3.02593659942363
Maldives,2020-04-09,66,-1.9646928595913036
Chile,2020-04-09,216,-2.103345406490706
Monaco,2020-04-09,15,-0.1163420123358308
Guadeloupe,2020-04-09,7,-3.7386472076139725
Kyrgyzstan,2020-04-09,97,-3.0820514242533461
Ukraine,2020-04-09,559,-2.588337770025039
Saint Vincent and the Grenadines,2020-04-09,29,-1.2524871611247126
Christmas Island,2020-04-09,2,-2.50737463126844
Turkey,2020-04-09,1198,-2.9173022116318408
Barbados,2020-04-09,82,-1.6339199779196047
South Sudan,2020-04-09,244,-2.1198395049806029
"Vietnam, Republic of",2020-04-09,1054,-1.5774168269286313
British Virgin Islands,2020-04-09,3,-2.8212310565251708
Pitcairn Islands,2020-04-09,1,2.54668930390492
Gambia,2020-04-09,81,-1.0512360937488687
Anguilla,2020-04-09,6,-3.0891857004510537
Cape Verde,2020-04-09,6,0.33625800682088069
Hong Kong,2020-04-09,742,-2.67349567672145
Dominican Republic,2020-04-09,58,-2.8672693147274537
Cameroon,2020-04-09,95,-2.5072672988606994
Gabon,2020-04-09,14,-2.5813312721823927
Venezuela,2020-04-09,284,-2.9315781038434214
China,2020-04-09,17893,-2.9075487274989888
Singapore,2020-04-09,1281,-2.4522791933472843
Belarus,2020-04-09,121,-3.2200895684440902
Pakistan,2020-04-09,2386,-2.6481567988960566
Netherlands,2020-04-09,756,-2.373335374102524
Spain,2020-04-09,2922,-3.3996727460589891
Zimbabwe,2020-04-09,631,-3.7409709521086687
Morocco,2020-04-09,280,-1.723804275343451
Gibraltar,2020-04-09,14,-1.9093583718273053
Oceans,2020-04-09,30,-1.3032940334854515
Myanmar,2020-04-09,73,-3.9047725411784548
Tunisia,2020-04-09,167,-3.8396830742420116
Zambia,2020-04-09,179,-4.5677808820282744
Sao Tome and Principe,2020-04-09,16,-2.7942568280318092
Rwanda,2020-04-09,173,-3.3235335306211282
Luxembourg,2020-04-09,73,-2.0529437451384744
Congo,2020-04-09,109,-2.6173357085339441
Uruguay,2020-04-09,95,-2.6125935262086619
Albania,2020-04-09,33,-2.5759823707691289
Haiti,2020-04-09,146,-3.3190460045482348
Gaza Strip,2020-04-09,35,-4.3779166211419582
Laos,2020-04-09,95,-0.45364708288288647
Guyana,2020-04-09,96,-1.6265365421425098
Belize,2020-04-09,76,-3.1624891081814113
Western Sahara,2020-04-09,12,-2.5454658956338614
Costa Rica,2020-04-09,31,-0.5852435953849493
American Samoa,2020-04-09,2,-2.3561761458887052
Kenya,2020-04-09,1360,-2.975103784012175
Poland,2020-04-09,322,-3.2030660470199539
Martinique,2020-04-09,4,-3.9068223443223395
Tajikistan,2020-04-09,48,-0.45367842345302956
Mauritania,2020-04-09,17,-0.62116327594176757
Montenegro,2020-04-09,14,-1.6145707572706627
Antarctica,2020-04-09,40,-2.7877941689708763
Djibouti,2020-04-09,64,-2.8406994629865578
Armenia,2020-04-09,260,-1.1689910309728098
Palau,2020-04-09,11,-0.70450417434489643
Iran,2020-04-09,2031,-4.9459725415571993
Iraq,2020-04-09,435,-3.0980054582562437
Canada,2020-04-09,8116,-2.0546301086459362
Somalia,2020-04-09,197,-2.603662447222769
Lebanon,2020-04-09,511,-3.1592574148536641
Finland,2020-04-09,328,-1.6203025311403143
Puerto Rico,2020-04-09,95,-3.3258401657645513
West Bank,2020-04-09,203,-4.7686980800896093
Mozambique,2020-04-09,70,-1.3291182851637902
China,2020-04-10,13916,-3.1190582736347641
Japan,2020-04-10,2634,-3.4314221201708279
Canada,2020-04-10,5070,-1.6901871785262328
Indonesia,2020-04-10,1198,-4.155470283240227
Portugal,2020-04-10,241,-2.4300474660631584
Pakistan,2020-04-10,2341,-3.1494197802195627
Australia,2020-04-10,3612,-2.32540878364483
Austria,2020-04-10,260,-2.5080045292989621
Nigeria,2020-04-10,6176,-1.8744346421745346
Netherlands,2020-04-10,586,-2.1290488604597551
Armenia,2020-04-10,233,-2.3583366690509382
Marshall Islands,2020-04-10,36,-1.4498026229367387
Argentina,2020-04-10,159,-2.1328275245655708
East Timor,2020-04-10,50,-1.470793570343534
South Africa,2020-04-10,1281,-3.0833534850475854
Fiji,2020-04-10,209,-4.2005651735379486
Turkmenistan,2020-04-10,74,-2.3785975625599027
Cuba,2020-04-10,261,-2.228718279391277
Andorra,2020-04-10,6,-1.6045415264072767
Cameroon,2020-04-10,109,-3.6369286823579206
Samoa,2020-04-10,27,0.10255182812096231
Cayman Islands,2020-04-10,14,-1.0686642010193852
Oman,2020-04-10,95,-4.779566529667262
Brazil,2020-04-10,1003,-3.2387074699163123
Slovenia,2020-04-10,26,-2.8128137038920822
Albania,2020-04-10,60,-3.2475290587820638
Somalia,2020-04-10,159,-4.6444054708829876
Nicaragua,2020-04-10,87,-2.9980066062431483
Sao Tome and Principe,2020-04-10,13,-2.8027465078013227
Solomon Islands,2020-04-10,67,-4.4902140094619449
Senegal,2020-04-10,129,-1.5499611182423076
Bulgaria,2020-04-10,125,-1.7438314986137842
Myanmar,2020-04-10,37,-2.6199480844346708
Madagascar,2020-04-10,20,-1.8226015358871452
Reunion,2020-04-10,9,-1.4526283145719716
Virgin Islands,2020-04-10,12,-0.018301708796408259
Bosnia-Herzegovina,2020-04-10,9,-3.3233151210083447
Macau,2020-04-10,23,-4.501295132806
Iran,2020-04-10,1464,-4.7870937409738632
Montenegro,2020-04-10,14,-2.0869085117168753
Congo,2020-04-10,213,-4.7964342187208437
Swaziland,2020-04-10,1,-1.51898734177215
Bolivia,2020-04-10,18,-3.8844373447532945
Dominica,2020-04-10,13,-2.9354392560709344
Grenada,2020-04-10,22,-1.9167328301436508
Barbados,2020-04-10,144,-1.721647530726427
Cook Islands,2020-04-10,12,-1.6681854409158632
Denmark,2020-04-10,187,-2.11726063193539
Poland,2020-04-10,347,-3.594203752165718
Panama,2020-04-10,95,-1.4507512758364347
New Caledonia,2020-04-10,4,-4.7128131943105149
Nauru,2020-04-10,9,-1.9495120087077356
Saint Vincent and the Grenadines,2020-04-10,10,-1.4497970100171307
Democratic Republic of the Congo,2020-04-10,50,-5.1339886987575145
Comoros,2020-04-10,15,-2.5500005046636911
Benin,2020-04-10,56,-1.6650232076690685
West Bank,2020-04-10,139,-5.0637786968286047
Azerbaijan,2020-04-10,107,-2.1780555058038411
Botswana,2020-04-10,106,-3.3723565241449247
Seychelles,2020-04-10,18,0.90906703984033743
Laos,2020-04-10,150,-2.6366204899111381
Chad,2020-04-10,73,-3.1324072832458021
Palau,2020-04-10,4,-1.2874645680169379
Nepal,2020-04-10,517,-2.4485681319986705
Taiwan,2020-04-10,1325,-3.4584756882182068
Haiti,2020-04-10,121,-2.7073826931427387
Micronesia,2020-04-10,2,-0.945799116598036
Saint Kitts and Nevis,2020-04-10,12,-0.86807359337776768
Jordan,2020-04-10,220,-1.9290439319860151
Uruguay,2020-04-10,92,-2.0850562553516627
Guyana,2020-04-10,38,-1.4083273671207095
South Korea,2020-04-10,2340,-2.9754871996088785
Mali,2020-04-10,67,-3.3179091999807784
Philippines,2020-04-10,1348,-2.3601042100517127
Lesotho,2020-04-10,29,-2.6655220199472427
Chile,2020-04-10,182,-2.4846467259888869
Pitcairn Islands,2020-04-10,2,0.970873786407767
Liechtenstein,2020-04-10,4,-4.1360707650448694
Czech Republic,2020-04-10,163,-1.1221360972714378
Mexico,2020-04-10,1411,-2.8410961802522245
British Virgin Islands,2020-04-10,4,0.94900940805688239
Tajikistan,2020-04-10,41,-0.79522473009712713
Lebanon,2020-04-10,396,-2.7031922293232316
Tuvalu,2020-04-10,5,-2.340513466225369
Burundi,2020-04-10,100,-3.064559606335898
Syria,2020-04-10,304,-4.639713266090908
Trinidad and Tobago,2020-04-10,85,-1.085319924895962
Saudi Arabia,2020-04-10,1763,-3.3391531171873479
Antarctica,2020-04-10,40,-2.3567062146888742
Hungary,2020-04-10,346,-2.7638192692163361
"Bahamas, The",2020-04-10,245,-2.1395478521188545
Italy,2020-04-10,4011,-3.1776392477966722
New Zealand,2020-04-10,1221,-1.9157133898924577
Sri Lanka,2020-04-10,590,-2.0720481016713421
India,2020-04-10,15660,-2.4188823999199278
Turkey,2020-04-10,1241,-3.0437510919816448
Belize,2020-04-10,53,-0.26518736695936618
Liberia,2020-04-10,168,-2.4916950706205006
Malta,2020-04-10,190,-3.6984670676930254
Peru,2020-04-10,172,-2.192835033998644
Honduras,2020-04-10,54,-2.8573218326298715
Namibia,2020-04-10,67,-3.6288085603959428
Antigua and Barbuda,2020-04-10,17,-2.57381658633385
Sudan,2020-04-10,144,-3.2670616545757585
Jamaica,2020-04-10,205,-0.11138919626767041
Malawi,2020-04-10,109,-2.3435451696610592
Vanuatu,2020-04-10,110,-4.0832961801319971
El Salvador,2020-04-10,35,-2.5985992289861279
Guatemala,2020-04-10,44,-4.26139257468096
Croatia,2020-04-10,70,-0.2795180501124806
Zambia,2020-04-10,107,-3.5818039349513144
Cyprus,2020-04-10,38,-2.524681601643421
Monaco,2020-04-10,14,-0.67154246100892356
Guernsey,2020-04-10,6,-3.0374095788528019
Vatican City,2020-04-10,33,-1.793033955028158
Turks and Caicos Islands,2020-04-10,16,-2.1046378205277412
Svalbard,2020-04-10,1,4.9438202247191
Gaza Strip,2020-04-10,37,-4.6493742466368522
Malaysia,2020-04-10,1369,-1.8744656475195534
Colombia,2020-04-10,198,-3.2206609679272864
Spratly Islands,2020-04-10,5,-3.7602385638754368
Romania,2020-04-10,208,-2.2909091092841667
Cambodia,2020-04-10,247,-3.0010641613002615
Israel,2020-04-10,2494,-3.0055793192791258
Mauritius,2020-04-10,27,-0.92734144906466653
Suriname,2020-04-10,5,-2.1510405082149204
France,2020-04-10,2897,-2.7882930395524186
Zimbabwe,2020-04-10,609,-2.7995400520360305
Saint Helena,2020-04-10,1,-1.71232876712329
Anguilla,2020-04-10,1,-4.54545454545454
Tonga,2020-04-10,85,-0.17951729653566839
Maldives,2020-04-10,134,-1.788896530998155
Belarus,2020-04-10,178,-2.06620147553544
Mozambique,2020-04-10,32,-3.9978680353315061
Tanzania,2020-04-10,178,-2.0895942248164485
Western Sahara,2020-04-10,3,-5.0513698630137
Qatar,2020-04-10,162,-1.6212479556665258
Cape Verde,2020-04-10,14,0.78151582742142045
Montserrat,2020-04-10,13,-1.4225753937558023
Ethiopia,2020-04-10,231,-3.8541146884058923
Faroe Islands,2020-04-10,2,-2.645956007373865
Lithuania,2020-04-10,79,-3.8187154344991425
Switzerland,2020-04-10,512,-3.2897609108389738
Sweden,2020-04-10,349,-2.683557368981877
Eritrea,2020-04-10,18,-1.0712406923992788
United Kingdom,2020-04-10,12087,-1.8863272716221791
Iceland,2020-04-10,168,-2.3378102018460067
Uganda,2020-04-10,444,-3.5598584328851324
Thailand,2020-04-10,928,-3.5284584229511911
Slovak Republic,2020-04-10,20,-4.6419051444140331
Moldova,2020-04-10,28,-2.3386398125942276
Hong Kong,2020-04-10,471,-2.5797943210996586
Bangladesh,2020-04-10,617,-3.4375110313258497
Finland,2020-04-10,756,-2.48033096269625
Ghana,2020-04-10,730,-1.6047101737221774
Niger,2020-04-10,621,-2.3488461758033377
Venezuela,2020-04-10,254,-3.6379181991058593
Kuwait,2020-04-10,147,-1.4966992233176777
Cote d'Ivoire,2020-04-10,41,-2.6113650592075959
Mongolia,2020-04-10,46,-3.5935894795809213
Greece,2020-04-10,519,-3.2602615910692307
United Arab Emirates,2020-04-10,532,-3.0804357547628047
Saint Pierre and Miquelon,2020-04-10,1,-2.12806384191526
Djibouti,2020-04-10,43,-5.5986321963213985
North Korea,2020-04-10,258,-3.0509125052186987
Kiribati,2020-04-10,11,-2.6361400244109054
Greenland,2020-04-10,32,-2.9725199231543709
Luxembourg,2020-04-10,98,-1.6853312982676838
Brunei,2020-04-10,49,-2.8530613837270606
Bahrain,2020-04-10,91,-1.7977294417804939
Gambia,2020-04-10,40,-1.8239376295837995
Gibraltar,2020-04-10,17,0.43206286915233028
Togo,2020-04-10,34,-0.6265992989942103
Kosovo,2020-04-10,50,-2.8367754801940328
Paraguay,2020-04-10,15,-3.9386649876174444
Gabon,2020-04-10,28,-1.8966922739753778
Costa Rica,2020-04-10,12,0.36413122437443868
French Polynesia,2020-04-10,8,-4.7470229562804294
Kenya,2020-04-10,1259,-4.2490304050142136
Equatorial Guinea,2020-04-10,7,-2.2967050350472276
Guinea-Bissau,2020-04-10,9,3.5457239624754968
South Sudan,2020-04-10,137,-4.8883339693859
Egypt,2020-04-10,544,-3.626441172580376
Russia,2020-04-10,3046,-3.1721008151197867
United States,2020-04-10,89226,-1.9589801494912473
Falkland Islands (Islas Malvinas),2020-04-10,1,-1.76100628930818
Saint Martin,2020-04-10,1,1.17647058823529
Dominican Republic,2020-04-10,53,-5.1095897727506792
Libya,2020-04-10,199,-5.81274461479121
Mayotte,2020-04-10,1,-1.50068212824011
Norway,2020-04-10,210,-1.8823047571119778
Aruba,2020-04-10,3,0.18734889805859434
Saint Lucia,2020-04-10,5,-2.8714850710591486
Morocco,2020-04-10,196,-1.6175621947773831
Bhutan,2020-04-10,93,-2.1068522951519819
Ireland,2020-04-10,1424,-1.4026099147312836
French Guiana,2020-04-10,1,1.84331797235023
Algeria,2020-04-10,75,-3.1765730117546251
Belgium,2020-04-10,671,-2.0959630217238092
Serbia,2020-04-10,107,-3.2605791937503437
Yemen,2020-04-10,1223,-6.2381816058292481
"Vietnam, Republic of",2020-04-10,1222,-1.5982648908257009
Ukraine,2020-04-10,715,-2.3677849959805237
Singapore,2020-04-10,1250,-2.5267169290367679
Kazakhstan,2020-04-10,159,-2.594619531971353
Guam,2020-04-10,177,-2.6516034384453548
Tunisia,2020-04-10,175,-2.6292354329279521
Georgia,2020-04-10,191,-0.95646486782553441
Guinea,2020-04-10,50,-1.6621941452339772
Central African Republic,2020-04-10,26,-3.8868827903554442
Kyrgyzstan,2020-04-10,68,-1.7876237652966098
Macedonia,2020-04-10,48,-1.6136453264215844
Germany,2020-04-10,2131,-2.998984436569184
Northern Mariana Islands,2020-04-10,6,-1.9576548179923825
Oceans,2020-04-10,39,-2.3249105882131769
Uzbekistan,2020-04-10,47,-1.0622641983565964
Martinique,2020-04-10,5,-3.8264733850615351
Jersey,2020-04-10,567,-1.8443784325190882
Papua New Guinea,2020-04-10,33,-2.8508113962302835
Estonia,2020-04-10,79,-1.9807130019434722
Sierra Leone,2020-04-10,43,-1.8073481019131965
Burkina Faso,2020-04-10,69,-4.7100507463089656
Spain,2020-04-10,2986,-3.8913161576004622
Ecuador,2020-04-10,256,-5.637001280278966
Rwanda,2020-04-10,108,-3.0687867124182091
Paracel Islands,2020-04-10,2,-3.166620507628255
Afghanistan,2020-04-10,417,-2.7529269628999118
Iraq,2020-04-10,235,-2.3536941515906618
Latvia,2020-04-10,55,-2.6656960828468015
Puerto Rico,2020-04-10,84,-2.843404296351856
Angola,2020-04-10,78,-1.826041938444003
Bermuda,2020-04-10,18,-1.1091830387129165
Mauritania,2020-04-10,18,-0.72061371247827255
American Samoa,2020-04-10,3,-1.02430631285593
San Marino,2020-04-10,2,-3.6879432624113488
China,2020-04-11,9262,-3.6180642947227222
Iran,2020-04-11,1474,-4.8153529440663023
Finland,2020-04-11,573,-2.7192741826594524
United Arab Emirates,2020-04-11,502,-1.5342214717420393
Libya,2020-04-11,122,-5.2811866222829629
Liberia,2020-04-11,144,-3.7506885914692072
Switzerland,2020-04-11,375,-3.257598444908588
Poland,2020-04-11,174,-3.4375167178852934
Japan,2020-04-11,1301,-3.4159559767701642
Kuwait,2020-04-11,226,-0.21234702808297676
Cuba,2020-04-11,315,-2.6285110636916671
Central African Republic,2020-04-11,24,-5.2258919166514195
Hong Kong,2020-04-11,269,-2.803471614305673
Nicaragua,2020-04-11,45,-3.4770453665896088
Romania,2020-04-11,75,-2.497485798079309
Oceans,2020-04-11,8,-5.3923515894055152
Seychelles,2020-04-11,14,-0.60146251646358784
Macedonia,2020-04-11,52,-1.1803859472049638
Laos,2020-04-11,112,-0.94373615718370185
Maldives,2020-04-11,102,-2.6285555624208978
Oman,2020-04-11,94,-2.4739872330582839
Turkmenistan,2020-04-11,41,0.35139560587845875
Eritrea,2020-04-11,18,0.20635459722868366
Costa Rica,2020-04-11,17,-2.8827986611689704
Zambia,2020-04-11,83,-2.3199110123596363
Algeria,2020-04-11,60,-3.8493984655366247
Sao Tome and Principe,2020-04-11,8,-2.8542530659855672
Cayman Islands,2020-04-11,9,-1.0294999371580615
Monaco,2020-04-11,18,2.2547516723125409
Barbados,2020-04-11,73,0.374790289563348
Moldova,2020-04-11,31,-0.34855377611039728
Gabon,2020-04-11,16,-2.7746733852634611
Martinique,2020-04-11,4,-2.0121554578199787
Suriname,2020-04-11,9,0.040218760084272942
Ireland,2020-04-11,1178,-0.9034485206304409
Kosovo,2020-04-11,32,-2.1824470019035713
Kenya,2020-04-11,797,-3.4399834671499341
Greenland,2020-04-11,7,-2.4022486379777663
East Timor,2020-04-11,13,-3.97337606665497
Antigua and Barbuda,2020-04-11,4,-3.2501845763337993
Lithuania,2020-04-11,21,-3.5351600318132168
Angola,2020-04-11,81,-1.5138187203762952
Mongolia,2020-04-11,16,-3.18211444017334
Comoros,2020-04-11,12,-3.7792096263621011
Bolivia,2020-04-11,17,-7.1965841553962449
Paraguay,2020-04-11,7,-7.7982544595365413
Mauritania,2020-04-11,28,1.1419383526601745
Greece,2020-04-11,250,-2.9763708594394838
Reunion,2020-04-11,10,-0.15633213352347711
Peru,2020-04-11,156,-5.6255299596883477
Anguilla,2020-04-11,3,-2.7192714692714679
Cape Verde,2020-04-11,3,1.3413211068574524
Guatemala,2020-04-11,24,-4.0778958256846245
Liechtenstein,2020-04-11,5,-3.6179307005336581
Sudan,2020-04-11,109,-3.1228450093706215
Bosnia-Herzegovina,2020-04-11,32,0.64662871916581266
Slovak Republic,2020-04-11,10,-0.88520916770595259
Israel,2020-04-11,1099,-3.0246833846491845
American Samoa,2020-04-11,4,-6.3757931605535356
San Marino,2020-04-11,3,-3.8621361770408038
Andorra,2020-04-11,5,-1.6857393212653018
Pakistan,2020-04-11,1922,-2.8181356914717814
Argentina,2020-04-11,160,-4.5146334100490364
Gibraltar,2020-04-11,3,-0.296371422132071
Slovenia,2020-04-11,34,-0.12873172606283956
Turkey,2020-04-11,1098,-4.0113909962529135
Iraq,2020-04-11,261,-2.4158839550018487
Jamaica,2020-04-11,184,-0.33208662430310026
Guadeloupe,2020-04-11,1,-1.75438596491228
Macau,2020-04-11,11,-3.9128396567394068
Christmas Island,2020-04-11,3,-0.645161290322581
United States,2020-04-11,59123,-2.3530568787089403
New Zealand,2020-04-11,971,-1.5741086697090703
Bhutan,2020-04-11,90,-1.5621269364046428
Iceland,2020-04-11,128,-2.6748975822067371
Brunei,2020-04-11,27,-4.1842888217315259
Jordan,2020-04-11,104,-1.9916522697940131
Guam,2020-04-11,139,-2.9075508660655167
Togo,2020-04-11,12,-3.197080007817839
Mali,2020-04-11,38,-5.4018840880334631
El Salvador,2020-04-11,33,-4.133075501061577
Armenia,2020-04-11,134,-2.1899163256468546
Canada,2020-04-11,3883,-1.9058216109824755
Taiwan,2020-04-11,617,-2.6742100434876144
Kazakhstan,2020-04-11,98,-2.1236814655544816
Myanmar,2020-04-11,40,-2.9045381085052173
Equatorial Guinea,2020-04-11,3,-2.330332587902423
Paracel Islands,2020-04-11,1,-4.5487143556263083
New Caledonia,2020-04-11,6,-2.12173629987127
Russia,2020-04-11,1913,-3.1497104510089571
India,2020-04-11,12823,-2.6444451426093156
South Africa,2020-04-11,913,-2.7791398435868797
Trinidad and Tobago,2020-04-11,72,-0.7619288430041008
Egypt,2020-04-11,423,-3.6118293796368
Philippines,2020-04-11,1213,-1.9005228224367019
North Korea,2020-04-11,85,-3.6488175980783395
Bulgaria,2020-04-11,72,-2.1876440098488725
West Bank,2020-04-11,98,-2.9179829762764231
Austria,2020-04-11,173,-2.7036634064751306
Niger,2020-04-11,761,-2.3073054723187219
Jersey,2020-04-11,283,-1.7277326233668382
Indonesia,2020-04-11,775,-2.4285345641065819
Ukraine,2020-04-11,237,-2.1604733770715834
Nepal,2020-04-11,223,-2.9366735738985517
Guinea,2020-04-11,47,-4.4840646452354349
Belize,2020-04-11,24,-1.6476952612075952
Mozambique,2020-04-11,34,-1.698974398755877
Azerbaijan,2020-04-11,106,-2.2311661108248511
Afghanistan,2020-04-11,407,-2.6940416090774466
Puerto Rico,2020-04-11,75,-3.0751565913550531
Luxembourg,2020-04-11,47,-1.8419308814762752
Burkina Faso,2020-04-11,31,-4.844698439324957
Spain,2020-04-11,2090,-3.7931397729177716
Saint Lucia,2020-04-11,8,-0.80576070198355543
Democratic Republic of the Congo,2020-04-11,43,-5.5627579024469229
Malawi,2020-04-11,98,-0.4046856957215561
Portugal,2020-04-11,143,-2.0504936782169536
France,2020-04-11,1847,-3.0316167520623973
Gambia,2020-04-11,27,-1.3509811662233051
Guyana,2020-04-11,22,-2.146808514637415
Nigeria,2020-04-11,5787,-2.4079438684349017
Lesotho,2020-04-11,15,-3.4174037229054122
Chile,2020-04-11,74,-2.4972231879798592
Syria,2020-04-11,200,-3.9456395983402284
Tuvalu,2020-04-11,3,-2.0448641662507834
Norway,2020-04-11,147,-1.6024270150685351
Guernsey,2020-04-11,2,-0.81790618869270326
Cote d'Ivoire,2020-04-11,45,-4.4987738776782606
Lebanon,2020-04-11,261,-3.7012158661257555
Pitcairn Islands,2020-04-11,2,2.2703818369453
Uruguay,2020-04-11,279,-2.9564733622267876
Western Sahara,2020-04-11,3,-7.72357723577236
South Korea,2020-04-11,1427,-3.9823594774841524
Virgin Islands,2020-04-11,7,0.34397664591578336
Grenada,2020-04-11,13,-2.6103484543777991
Netherlands,2020-04-11,353,-3.162293446690331
British Virgin Islands,2020-04-11,4,1.78926441351889
Vatican City,2020-04-11,22,-2.0100756189952818
Dominican Republic,2020-04-11,29,-3.0627707954455987
Saint Vincent and the Grenadines,2020-04-11,8,-2.5832761362290229
Tonga,2020-04-11,46,1.4898480228001221
Venezuela,2020-04-11,184,-5.0757423380019784
Albania,2020-04-11,72,-4.4151041680800516
Papua New Guinea,2020-04-11,7,-1.5423847810441813
Somalia,2020-04-11,88,-3.3723672044770736
Georgia,2020-04-11,115,-1.4983308521866499
Senegal,2020-04-11,72,-2.4478511862238537
Sri Lanka,2020-04-11,450,-3.0156633014906107
Bangladesh,2020-04-11,584,-3.1011997240902032
Yemen,2020-04-11,531,-5.3758246064563924
Tanzania,2020-04-11,129,-2.6797413242380865
Qatar,2020-04-11,147,-0.87825572116461026
Solomon Islands,2020-04-11,9,-4.3803943962669543
Cameroon,2020-04-11,111,-3.8826242052303348
Ecuador,2020-04-11,146,-4.573194165362052
Hungary,2020-04-11,115,-0.27675776600070146
Sierra Leone,2020-04-11,52,-4.352010788111162
Fiji,2020-04-11,94,-4.5752078626426727
Cyprus,2020-04-11,62,-3.3857098450468444
Denmark,2020-04-11,157,-2.4864084667996691
Antarctica,2020-04-11,26,-1.7187489064201913
Rwanda,2020-04-11,75,-2.3628725783223063
Kyrgyzstan,2020-04-11,30,-2.013158493018337
Djibouti,2020-04-11,15,-4.7617476281362929
Micronesia,2020-04-11,3,-2.11942900730086
Chad,2020-04-11,47,-2.1525057283525277
"Bahamas, The",2020-04-11,185,-1.8814725726555019
Guinea-Bissau,2020-04-11,8,3.500046147438451
Dominica,2020-04-11,4,-1.7735048528717174
Morocco,2020-04-11,203,-2.210340185264879
Montserrat,2020-04-11,4,-2.6779445313296169
Burundi,2020-04-11,28,-1.4763090995711559
Tajikistan,2020-04-11,18,-0.75284049286053556
Marshall Islands,2020-04-11,10,-1.5919131651002125
Bahrain,2020-04-11,88,-0.1997903726798867
Uganda,2020-04-11,254,-2.5997200291440317
Bermuda,2020-04-11,21,-1.1653998446911584
Estonia,2020-04-11,52,-2.1167957622612108
Germany,2020-04-11,1447,-3.0456435450183759
Saudi Arabia,2020-04-11,945,-3.2458447360747731
Northern Mariana Islands,2020-04-11,21,-2.9831793691034272
Cook Islands,2020-04-11,5,-0.20240994487754305
"Vietnam, Republic of",2020-04-11,592,-1.1671386228336731
Honduras,2020-04-11,42,-1.838849796838697
Congo,2020-04-11,215,-5.774116871565159
United Kingdom,2020-04-11,9628,-1.72364784630646
Cambodia,2020-04-11,105,-2.8804182239471277
Gaza Strip,2020-04-11,20,-4.5387153859794216
Malta,2020-04-11,98,-2.9249614990961392
Uzbekistan,2020-04-11,24,-2.4889998455741442
Belgium,2020-04-11,281,-2.4572212446047228
